kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,kelompok_usia,penduduk_pria,penduduk_wanita
35,Prov. Jawa Timur,3573,Kota Malang,45-49,24326,26986
35,Prov. Jawa Timur,3573,Kota Malang,50-54,21706,23073
35,Prov. Jawa Timur,3573,Kota Malang,55-59,16666,16728
35,Prov. Jawa Timur,3573,Kota Malang,60-64,10856,12271
35,Prov. Jawa Timur,3573,Kota Malang,65+,19063,26355
35,Prov. Jawa Timur,3574,Kota Probolinggo,0-4,9312,9037
35,Prov. Jawa Timur,3574,Kota Probolinggo,5-6,3916,3681
35,Prov. Jawa Timur,3574,Kota Probolinggo,7-9,6065,5725
35,Prov. Jawa Timur,3574,Kota Probolinggo,10-12,5952,5630
35,Prov. Jawa Timur,3574,Kota Probolinggo,13-14,4055,4148
35,Prov. Jawa Timur,3574,Kota Probolinggo,15,2007,2030
35,Prov. Jawa Timur,3574,Kota Probolinggo,16,1888,1958
35,Prov. Jawa Timur,3574,Kota Probolinggo,17,1929,1895
35,Prov. Jawa Timur,3574,Kota Probolinggo,18,1812,1772
35,Prov. Jawa Timur,3574,Kota Probolinggo,19,1626,1522
35,Prov. Jawa Timur,3574,Kota Probolinggo,20-24,8052,8190
35,Prov. Jawa Timur,3574,Kota Probolinggo,25-29,9384,9895
35,Prov. Jawa Timur,3574,Kota Probolinggo,30-34,8841,9104
35,Prov. Jawa Timur,3574,Kota Probolinggo,35-39,8823,9093
35,Prov. Jawa Timur,3574,Kota Probolinggo,40-44,8378,8817
35,Prov. Jawa Timur,3574,Kota Probolinggo,45-49,6851,7488
35,Prov. Jawa Timur,3574,Kota Probolinggo,50-54,6090,6055
35,Prov. Jawa Timur,3574,Kota Probolinggo,55-59,4537,4177
35,Prov. Jawa Timur,3574,Kota Probolinggo,60-64,2893,3197
35,Prov. Jawa Timur,3574,Kota Probolinggo,65+,4504,6733
35,Prov. Jawa Timur,3575,Kota Pasuruan,0-4,8441,8108
35,Prov. Jawa Timur,3575,Kota Pasuruan,5-6,3485,3060
35,Prov. Jawa Timur,3575,Kota Pasuruan,7-9,5514,5073
35,Prov. Jawa Timur,3575,Kota Pasuruan,10-12,5188,4788
35,Prov. Jawa Timur,3575,Kota Pasuruan,13-14,3407,3324
35,Prov. Jawa Timur,3575,Kota Pasuruan,15,1720,1782
35,Prov. Jawa Timur,3575,Kota Pasuruan,16,1713,1688
35,Prov. Jawa Timur,3575,Kota Pasuruan,17,1665,1711
35,Prov. Jawa Timur,3575,Kota Pasuruan,18,1613,1673
35,Prov. Jawa Timur,3575,Kota Pasuruan,19,1440,1421
35,Prov. Jawa Timur,3575,Kota Pasuruan,20-24,7390,7437
35,Prov. Jawa Timur,3575,Kota Pasuruan,25-29,8726,8588
35,Prov. Jawa Timur,3575,Kota Pasuruan,30-34,7840,7953
35,Prov. Jawa Timur,3575,Kota Pasuruan,35-39,7233,7522
35,Prov. Jawa Timur,3575,Kota Pasuruan,40-44,6704,7170
35,Prov. Jawa Timur,3575,Kota Pasuruan,45-49,5948,6527
35,Prov. Jawa Timur,3575,Kota Pasuruan,50-54,5037,5004
35,Prov. Jawa Timur,3575,Kota Pasuruan,55-59,3724,3504
35,Prov. Jawa Timur,3575,Kota Pasuruan,60-64,2162,2435
35,Prov. Jawa Timur,3575,Kota Pasuruan,65+,3420,5124
35,Prov. Jawa Timur,3576,Kota Mojokerto,0-4,5232,5050
35,Prov. Jawa Timur,3576,Kota Mojokerto,5-6,2129,1968
35,Prov. Jawa Timur,3576,Kota Mojokerto,7-9,3248,2936
35,Prov. Jawa Timur,3576,Kota Mojokerto,10-12,2917,2816
35,Prov. Jawa Timur,3576,Kota Mojokerto,13-14,1981,1877
35,Prov. Jawa Timur,3576,Kota Mojokerto,15,1021,1044
35,Prov. Jawa Timur,3576,Kota Mojokerto,16,1021,985
35,Prov. Jawa Timur,3576,Kota Mojokerto,17,1010,1010
35,Prov. Jawa Timur,3576,Kota Mojokerto,18,876,954
35,Prov. Jawa Timur,3576,Kota Mojokerto,19,840,872
35,Prov. Jawa Timur,3576,Kota Mojokerto,20-24,4448,4616
35,Prov. Jawa Timur,3576,Kota Mojokerto,25-29,5440,5614
35,Prov. Jawa Timur,3576,Kota Mojokerto,30-34,5171,5110
35,Prov. Jawa Timur,3576,Kota Mojokerto,35-39,4912,4954
35,Prov. Jawa Timur,3576,Kota Mojokerto,40-44,4487,4770
35,Prov. Jawa Timur,3576,Kota Mojokerto,45-49,3907,4380
35,Prov. Jawa Timur,3576,Kota Mojokerto,50-54,3605,3721
35,Prov. Jawa Timur,3576,Kota Mojokerto,55-59,2720,2603
35,Prov. Jawa Timur,3576,Kota Mojokerto,60-64,1489,1810
35,Prov. Jawa Timur,3576,Kota Mojokerto,65+,2673,3979
35,Prov. Jawa Timur,3577,Kota Madiun,0-4,6501,6331
35,Prov. Jawa Timur,3577,Kota Madiun,5-6,2706,2482
35,Prov. Jawa Timur,3577,Kota Madiun,7-9,4274,3973
35,Prov. Jawa Timur,3577,Kota Madiun,10-12,3988,3668
35,Prov. Jawa Timur,3577,Kota Madiun,13-14,2658,2621
35,Prov. Jawa Timur,3577,Kota Madiun,15,1405,1435
35,Prov. Jawa Timur,3577,Kota Madiun,16,1376,1470
35,Prov. Jawa Timur,3577,Kota Madiun,17,1429,1539
35,Prov. Jawa Timur,3577,Kota Madiun,18,1299,1385
35,Prov. Jawa Timur,3577,Kota Madiun,19,1167,1428
35,Prov. Jawa Timur,3577,Kota Madiun,20-24,5666,6143
35,Prov. Jawa Timur,3577,Kota Madiun,25-29,6842,6839
35,Prov. Jawa Timur,3577,Kota Madiun,30-34,7015,6837
35,Prov. Jawa Timur,3577,Kota Madiun,35-39,6575,6521
35,Prov. Jawa Timur,3577,Kota Madiun,40-44,6227,6869
35,Prov. Jawa Timur,3577,Kota Madiun,45-49,5740,6684
35,Prov. Jawa Timur,3577,Kota Madiun,50-54,5482,5829
35,Prov. Jawa Timur,3577,Kota Madiun,55-59,4441,4640
35,Prov. Jawa Timur,3577,Kota Madiun,60-64,2706,3460
35,Prov. Jawa Timur,3577,Kota Madiun,65+,5241,8072
35,Prov. Jawa Timur,3578,Kota Surabaya,0-4,111593,105731
35,Prov. Jawa Timur,3578,Kota Surabaya,5-6,44962,42903
35,Prov. Jawa Timur,3578,Kota Surabaya,7-9,69766,65577
35,Prov. Jawa Timur,3578,Kota Surabaya,10-12,63749,59583
35,Prov. Jawa Timur,3578,Kota Surabaya,13-14,40515,39554
35,Prov. Jawa Timur,3578,Kota Surabaya,15,21124,21420
35,Prov. Jawa Timur,3578,Kota Surabaya,16,19727,21329
35,Prov. Jawa Timur,3578,Kota Surabaya,17,20426,23030
35,Prov. Jawa Timur,3578,Kota Surabaya,18,21832,25179
35,Prov. Jawa Timur,3578,Kota Surabaya,19,23242,27077
35,Prov. Jawa Timur,3578,Kota Surabaya,20-24,127323,137812
35,Prov. Jawa Timur,3578,Kota Surabaya,25-29,145605,147479
35,Prov. Jawa Timur,3578,Kota Surabaya,30-34,132778,132902
35,Prov. Jawa Timur,3578,Kota Surabaya,35-39,122551,121041
35,Prov. Jawa Timur,3578,Kota Surabaya,40-44,104410,106879
35,Prov. Jawa Timur,3578,Kota Surabaya,45-49,84940,90860
35,Prov. Jawa Timur,3578,Kota Surabaya,50-54,72804,74455
35,Prov. Jawa Timur,3578,Kota Surabaya,55-59,54647,52668
35,Prov. Jawa Timur,3578,Kota Surabaya,60-64,32675,35398
35,Prov. Jawa Timur,3578,Kota Surabaya,65+,53172,66769
35,Prov. Jawa Timur,3579,Kota Batu,0-4,7924,7668
35,Prov. Jawa Timur,3579,Kota Batu,5-6,3156,3147
35,Prov. Jawa Timur,3579,Kota Batu,7-9,5115,4782
35,Prov. Jawa Timur,3579,Kota Batu,10-12,4627,4510
35,Prov. Jawa Timur,3579,Kota Batu,13-14,3142,3091
35,Prov. Jawa Timur,3579,Kota Batu,15,1555,1527
35,Prov. Jawa Timur,3579,Kota Batu,16,1549,1480
35,Prov. Jawa Timur,3579,Kota Batu,17,1502,1441
35,Prov. Jawa Timur,3579,Kota Batu,18,1448,1464
35,Prov. Jawa Timur,3579,Kota Batu,19,1479,1394
35,Prov. Jawa Timur,3579,Kota Batu,20-24,7797,7266
35,Prov. Jawa Timur,3579,Kota Batu,25-29,8452,8497
35,Prov. Jawa Timur,3579,Kota Batu,30-34,7852,7786
35,Prov. Jawa Timur,3579,Kota Batu,35-39,7635,7553
35,Prov. Jawa Timur,3579,Kota Batu,40-44,7585,7441
35,Prov. Jawa Timur,3579,Kota Batu,45-49,6452,6696
35,Prov. Jawa Timur,3579,Kota Batu,50-54,5781,5305
35,Prov. Jawa Timur,3579,Kota Batu,55-59,4345,3665
35,Prov. Jawa Timur,3579,Kota Batu,60-64,2580,2732
35,Prov. Jawa Timur,3579,Kota Batu,65+,5722,7041
36,Prov. Banten,3601,Kab. Pandeglang,0-4,62512,59337
36,Prov. Banten,3601,Kab. Pandeglang,5-6,25495,23819
36,Prov. Banten,3601,Kab. Pandeglang,7-9,42215,39307
36,Prov. Banten,3601,Kab. Pandeglang,10-12,42633,38890
36,Prov. Banten,3601,Kab. Pandeglang,13-14,27997,25798
36,Prov. Banten,3601,Kab. Pandeglang,15,13761,11890
36,Prov. Banten,3601,Kab. Pandeglang,16,12083,10471
36,Prov. Banten,3601,Kab. Pandeglang,17,13004,10704
36,Prov. Banten,3601,Kab. Pandeglang,18,11787,9607
36,Prov. Banten,3601,Kab. Pandeglang,19,10217,8827
36,Prov. Banten,3601,Kab. Pandeglang,20-24,46140,45059
36,Prov. Banten,3601,Kab. Pandeglang,25-29,47762,48050
36,Prov. Banten,3601,Kab. Pandeglang,30-34,41959,42220
36,Prov. Banten,3601,Kab. Pandeglang,35-39,42616,41398
36,Prov. Banten,3601,Kab. Pandeglang,40-44,37536,35758
36,Prov. Banten,3601,Kab. Pandeglang,45-49,32793,30569
36,Prov. Banten,3601,Kab. Pandeglang,50-54,26192,23317
36,Prov. Banten,3601,Kab. Pandeglang,55-59,17177,14966
36,Prov. Banten,3601,Kab. Pandeglang,60-64,12907,13382
36,Prov. Banten,3601,Kab. Pandeglang,65+,22270,27185
36,Prov. Banten,3602,Kab. Lebak,0-4,61839,59132
36,Prov. Banten,3602,Kab. Lebak,5-6,26303,24681
36,Prov. Banten,3602,Kab. Lebak,7-9,42342,39622
36,Prov. Banten,3602,Kab. Lebak,10-12,46060,42080
36,Prov. Banten,3602,Kab. Lebak,13-14,29850,26452
36,Prov. Banten,3602,Kab. Lebak,15,14180,12352
36,Prov. Banten,3602,Kab. Lebak,16,12761,10837
36,Prov. Banten,3602,Kab. Lebak,17,13199,10760
36,Prov. Banten,3602,Kab. Lebak,18,11985,10194
36,Prov. Banten,3602,Kab. Lebak,19,11375,10051
36,Prov. Banten,3602,Kab. Lebak,20-24,52154,52153
36,Prov. Banten,3602,Kab. Lebak,25-29,52618,52402
36,Prov. Banten,3602,Kab. Lebak,30-34,45787,45908
36,Prov. Banten,3602,Kab. Lebak,35-39,44814,42576
36,Prov. Banten,3602,Kab. Lebak,40-44,40037,38631
36,Prov. Banten,3602,Kab. Lebak,45-49,34498,30842
36,Prov. Banten,3602,Kab. Lebak,50-54,27154,24080
36,Prov. Banten,3602,Kab. Lebak,55-59,17578,15278
36,Prov. Banten,3602,Kab. Lebak,60-64,13529,13578
36,Prov. Banten,3602,Kab. Lebak,65+,20989,23434
36,Prov. Banten,3603,Kab. Tangerang,0-4,146248,137202
36,Prov. Banten,3603,Kab. Tangerang,5-6,57251,53427
36,Prov. Banten,3603,Kab. Tangerang,7-9,87279,82069
36,Prov. Banten,3603,Kab. Tangerang,10-12,85511,80335
36,Prov. Banten,3603,Kab. Tangerang,13-14,55448,53084
36,Prov. Banten,3603,Kab. Tangerang,15,29033,27855
36,Prov. Banten,3603,Kab. Tangerang,16,26949,26550
36,Prov. Banten,3603,Kab. Tangerang,17,28612,27943
36,Prov. Banten,3603,Kab. Tangerang,18,29032,28678
36,Prov. Banten,3603,Kab. Tangerang,19,29560,29358
36,Prov. Banten,3603,Kab. Tangerang,20-24,146693,144078
36,Prov. Banten,3603,Kab. Tangerang,25-29,151603,148829
36,Prov. Banten,3603,Kab. Tangerang,30-34,138087,140140
36,Prov. Banten,3603,Kab. Tangerang,35-39,127722,119322
36,Prov. Banten,3603,Kab. Tangerang,40-44,103804,88433
36,Prov. Banten,3603,Kab. Tangerang,45-49,73225,61467
36,Prov. Banten,3603,Kab. Tangerang,50-54,52881,44416
36,Prov. Banten,3603,Kab. Tangerang,55-59,33481,26932
36,Prov. Banten,3603,Kab. Tangerang,60-64,21344,22083
36,Prov. Banten,3603,Kab. Tangerang,65+,31193,37219
36,Prov. Banten,3604,Kab. Serang,0-4,70411,66040
36,Prov. Banten,3604,Kab. Serang,5-6,29018,27264
36,Prov. Banten,3604,Kab. Serang,7-9,47866,45050
36,Prov. Banten,3604,Kab. Serang,10-12,50398,46855
36,Prov. Banten,3604,Kab. Serang,13-14,32880,31004
36,Prov. Banten,3604,Kab. Serang,15,16037,14658
36,Prov. Banten,3604,Kab. Serang,16,14705,13125
36,Prov. Banten,3604,Kab. Serang,17,14963,13132
36,Prov. Banten,3604,Kab. Serang,18,14209,12745
36,Prov. Banten,3604,Kab. Serang,19,13698,13341
36,Prov. Banten,3604,Kab. Serang,20-24,68530,70934
36,Prov. Banten,3604,Kab. Serang,25-29,64594,64588
36,Prov. Banten,3604,Kab. Serang,30-34,57505,57941
36,Prov. Banten,3604,Kab. Serang,35-39,53979,49858
36,Prov. Banten,3604,Kab. Serang,40-44,46057,43238
36,Prov. Banten,3604,Kab. Serang,45-49,37385,33977
36,Prov. Banten,3604,Kab. Serang,50-54,28873,26356
36,Prov. Banten,3604,Kab. Serang,55-59,19438,17868
36,Prov. Banten,3604,Kab. Serang,60-64,13809,15724
36,Prov. Banten,3604,Kab. Serang,65+,19339,25426
36,Prov. Banten,3671,Kota Tangerang,0-4,89162,83991
36,Prov. Banten,3671,Kota Tangerang,5-6,33351,31269
36,Prov. Banten,3671,Kota Tangerang,7-9,48641,46167
36,Prov. Banten,3671,Kota Tangerang,10-12,44129,41467
36,Prov. Banten,3671,Kota Tangerang,13-14,28178,27334
36,Prov. Banten,3671,Kota Tangerang,15,14464,14572
36,Prov. Banten,3671,Kota Tangerang,16,14202,14659
36,Prov. Banten,3671,Kota Tangerang,17,15026,15905
36,Prov. Banten,3671,Kota Tangerang,18,15867,16697
36,Prov. Banten,3671,Kota Tangerang,19,17046,17406
36,Prov. Banten,3671,Kota Tangerang,20-24,94290,93896
36,Prov. Banten,3671,Kota Tangerang,25-29,109218,106371
36,Prov. Banten,3671,Kota Tangerang,30-34,98378,94416
36,Prov. Banten,3671,Kota Tangerang,35-39,83042,76287
36,Prov. Banten,3671,Kota Tangerang,40-44,67089,60910
36,Prov. Banten,3671,Kota Tangerang,45-49,50900,47237
36,Prov. Banten,3671,Kota Tangerang,50-54,39343,35045
36,Prov. Banten,3671,Kota Tangerang,55-59,27301,21249
36,Prov. Banten,3671,Kota Tangerang,60-64,14153,12517
36,Prov. Banten,3671,Kota Tangerang,65+,17263,20163
36,Prov. Banten,3672,Kota Cilegon,0-4,19449,17978
36,Prov. Banten,3672,Kota Cilegon,5-6,7431,6951
36,Prov. Banten,3672,Kota Cilegon,7-9,11434,10654
36,Prov. Banten,3672,Kota Cilegon,10-12,11149,10796
36,Prov. Banten,3672,Kota Cilegon,13-14,7512,7148
36,Prov. Banten,3672,Kota Cilegon,15,3714,3527
36,Prov. Banten,3672,Kota Cilegon,16,3491,3580
36,Prov. Banten,3672,Kota Cilegon,17,3588,3559
36,Prov. Banten,3672,Kota Cilegon,18,3642,3528
36,Prov. Banten,3672,Kota Cilegon,19,3526,3529
36,Prov. Banten,3672,Kota Cilegon,20-24,18601,18217
36,Prov. Banten,3672,Kota Cilegon,25-29,18944,18689
36,Prov. Banten,3672,Kota Cilegon,30-34,17326,17136
36,Prov. Banten,3672,Kota Cilegon,35-39,16146,15226
36,Prov. Banten,3672,Kota Cilegon,40-44,14090,13036
36,Prov. Banten,3672,Kota Cilegon,45-49,11080,9806
36,Prov. Banten,3672,Kota Cilegon,50-54,8302,7082
36,Prov. Banten,3672,Kota Cilegon,55-59,5528,4240
36,Prov. Banten,3672,Kota Cilegon,60-64,3065,3090
36,Prov. Banten,3672,Kota Cilegon,65+,3861,4908
36,Prov. Banten,3673,Kota Serang,0-4,30694,29059
36,Prov. Banten,3673,Kota Serang,5-6,12424,11614
36,Prov. Banten,3673,Kota Serang,7-9,19676,18408
36,Prov. Banten,3673,Kota Serang,10-12,19728,18646
36,Prov. Banten,3673,Kota Serang,13-14,12952,11862
36,Prov. Banten,3673,Kota Serang,15,6434,6083
36,Prov. Banten,3673,Kota Serang,16,6041,5916
36,Prov. Banten,3673,Kota Serang,17,6143,5904
36,Prov. Banten,3673,Kota Serang,18,5974,5934
36,Prov. Banten,3673,Kota Serang,19,5781,5748
36,Prov. Banten,3673,Kota Serang,20-24,29180,28126
36,Prov. Banten,3673,Kota Serang,25-29,28241,26798
36,Prov. Banten,3673,Kota Serang,30-34,25678,24981
36,Prov. Banten,3673,Kota Serang,35-39,23882,22407
36,Prov. Banten,3673,Kota Serang,40-44,20300,17801
36,Prov. Banten,3673,Kota Serang,45-49,15117,13558
36,Prov. Banten,3673,Kota Serang,50-54,11468,9756
36,Prov. Banten,3673,Kota Serang,55-59,7382,6226
36,Prov. Banten,3673,Kota Serang,60-64,4317,4537
36,Prov. Banten,3673,Kota Serang,65+,5775,7234
36,Prov. Banten,3674,Kota Tangerang Selatan,0-4,60303,56975
36,Prov. Banten,3674,Kota Tangerang Selatan,5-6,23762,22329
36,Prov. Banten,3674,Kota Tangerang Selatan,7-9,36420,34449
36,Prov. Banten,3674,Kota Tangerang Selatan,10-12,33764,31455
36,Prov. Banten,3674,Kota Tangerang Selatan,13-14,21269,20469
36,Prov. Banten,3674,Kota Tangerang Selatan,15,11097,10934
36,Prov. Banten,3674,Kota Tangerang Selatan,16,10375,11147
36,Prov. Banten,3674,Kota Tangerang Selatan,17,10567,11647
36,Prov. Banten,3674,Kota Tangerang Selatan,18,11215,12170
36,Prov. Banten,3674,Kota Tangerang Selatan,19,11962,12452
36,Prov. Banten,3674,Kota Tangerang Selatan,20-24,59138,62950
36,Prov. Banten,3674,Kota Tangerang Selatan,25-29,67318,69615
36,Prov. Banten,3674,Kota Tangerang Selatan,30-34,64301,65163
36,Prov. Banten,3674,Kota Tangerang Selatan,35-39,60262,58186
36,Prov. Banten,3674,Kota Tangerang Selatan,40-44,51712,48152
36,Prov. Banten,3674,Kota Tangerang Selatan,45-49,40169,38247
36,Prov. Banten,3674,Kota Tangerang Selatan,50-54,30742,27677
36,Prov. Banten,3674,Kota Tangerang Selatan,55-59,21262,16718
36,Prov. Banten,3674,Kota Tangerang Selatan,60-64,11437,10013
36,Prov. Banten,3674,Kota Tangerang Selatan,65+,15206,17293
51,Prov. Bali,5101,Kab. Jembrana,0-4,11139,10675
51,Prov. Bali,5101,Kab. Jembrana,5-6,4677,4536
51,Prov. Bali,5101,Kab. Jembrana,7-9,7621,7119
51,Prov. Bali,5101,Kab. Jembrana,10-12,7411,6826
51,Prov. Bali,5101,Kab. Jembrana,13-14,4718,4483
51,Prov. Bali,5101,Kab. Jembrana,15,2244,2205
51,Prov. Bali,5101,Kab. Jembrana,16,2207,2074
51,Prov. Bali,5101,Kab. Jembrana,17,2145,2024
51,Prov. Bali,5101,Kab. Jembrana,18,1974,1789
51,Prov. Bali,5101,Kab. Jembrana,19,1616,1601
51,Prov. Bali,5101,Kab. Jembrana,20-24,7704,7943
51,Prov. Bali,5101,Kab. Jembrana,25-29,9744,9990
51,Prov. Bali,5101,Kab. Jembrana,30-34,10418,10597
51,Prov. Bali,5101,Kab. Jembrana,35-39,11298,11518
51,Prov. Bali,5101,Kab. Jembrana,40-44,10547,10999
51,Prov. Bali,5101,Kab. Jembrana,45-49,9356,9783
51,Prov. Bali,5101,Kab. Jembrana,50-54,7561,7490
51,Prov. Bali,5101,Kab. Jembrana,55-59,6071,5674
51,Prov. Bali,5101,Kab. Jembrana,60-64,4168,4805
51,Prov. Bali,5101,Kab. Jembrana,65+,7443,9445
51,Prov. Bali,5102,Kab. Tabanan,0-4,15132,14068
51,Prov. Bali,5102,Kab. Tabanan,5-6,6241,5982
51,Prov. Bali,5102,Kab. Tabanan,7-9,10366,9569
51,Prov. Bali,5102,Kab. Tabanan,10-12,10286,9382
51,Prov. Bali,5102,Kab. Tabanan,13-14,6616,6013
51,Prov. Bali,5102,Kab. Tabanan,15,2960,2782
51,Prov. Bali,5102,Kab. Tabanan,16,2773,2691
51,Prov. Bali,5102,Kab. Tabanan,17,2794,2685
51,Prov. Bali,5102,Kab. Tabanan,18,2635,2406
51,Prov. Bali,5102,Kab. Tabanan,19,2429,2208
51,Prov. Bali,5102,Kab. Tabanan,20-24,11602,11444
51,Prov. Bali,5102,Kab. Tabanan,25-29,13858,14309
51,Prov. Bali,5102,Kab. Tabanan,30-34,15311,15966
51,Prov. Bali,5102,Kab. Tabanan,35-39,19627,19647
51,Prov. Bali,5102,Kab. Tabanan,40-44,19403,19357
51,Prov. Bali,5102,Kab. Tabanan,45-49,16001,16093
51,Prov. Bali,5102,Kab. Tabanan,50-54,13345,13606
51,Prov. Bali,5102,Kab. Tabanan,55-59,11110,10859
51,Prov. Bali,5102,Kab. Tabanan,60-64,8637,9812
51,Prov. Bali,5102,Kab. Tabanan,65+,18182,22726
51,Prov. Bali,5103,Kab. Badung,0-4,25228,23197
51,Prov. Bali,5103,Kab. Badung,5-6,9930,9323
51,Prov. Bali,5103,Kab. Badung,7-9,15425,14164
51,Prov. Bali,5103,Kab. Badung,10-12,14102,13012
51,Prov. Bali,5103,Kab. Badung,13-14,8160,7761
51,Prov. Bali,5103,Kab. Badung,15,3994,3833
51,Prov. Bali,5103,Kab. Badung,16,3630,3567
51,Prov. Bali,5103,Kab. Badung,17,3733,3591
51,Prov. Bali,5103,Kab. Badung,18,3930,3758
51,Prov. Bali,5103,Kab. Badung,19,4396,4053
51,Prov. Bali,5103,Kab. Badung,20-24,22313,21400
51,Prov. Bali,5103,Kab. Badung,25-29,25729,26110
51,Prov. Bali,5103,Kab. Badung,30-34,27009,27269
51,Prov. Bali,5103,Kab. Badung,35-39,29289,27848
51,Prov. Bali,5103,Kab. Badung,40-44,24443,21354
51,Prov. Bali,5103,Kab. Badung,45-49,16367,14522
51,Prov. Bali,5103,Kab. Badung,50-54,11725,11156
51,Prov. Bali,5103,Kab. Badung,55-59,9012,8487
51,Prov. Bali,5103,Kab. Badung,60-64,6674,6966
51,Prov. Bali,5103,Kab. Badung,65+,12447,14425
51,Prov. Bali,5104,Kab. Gianyar,0-4,19736,18350
51,Prov. Bali,5104,Kab. Gianyar,5-6,8116,7648
51,Prov. Bali,5104,Kab. Gianyar,7-9,12807,12097
51,Prov. Bali,5104,Kab. Gianyar,10-12,12126,11351
51,Prov. Bali,5104,Kab. Gianyar,13-14,7822,7231
51,Prov. Bali,5104,Kab. Gianyar,15,3674,3520
51,Prov. Bali,5104,Kab. Gianyar,16,3658,3333
51,Prov. Bali,5104,Kab. Gianyar,17,3635,3381
51,Prov. Bali,5104,Kab. Gianyar,18,3516,3245
51,Prov. Bali,5104,Kab. Gianyar,19,3313,2974
51,Prov. Bali,5104,Kab. Gianyar,20-24,15553,15142
51,Prov. Bali,5104,Kab. Gianyar,25-29,18799,18704
51,Prov. Bali,5104,Kab. Gianyar,30-34,20930,21237
51,Prov. Bali,5104,Kab. Gianyar,35-39,23206,22507
51,Prov. Bali,5104,Kab. Gianyar,40-44,19096,18293
51,Prov. Bali,5104,Kab. Gianyar,45-49,14853,14329
51,Prov. Bali,5104,Kab. Gianyar,50-54,11691,12272
51,Prov. Bali,5104,Kab. Gianyar,55-59,10126,9793
51,Prov. Bali,5104,Kab. Gianyar,60-64,7931,8680
51,Prov. Bali,5104,Kab. Gianyar,65+,16905,18197
51,Prov. Bali,5105,Kab. Klungkung,0-4,7343,6674
51,Prov. Bali,5105,Kab. Klungkung,5-6,2992,2766
51,Prov. Bali,5105,Kab. Klungkung,7-9,4738,4516
51,Prov. Bali,5105,Kab. Klungkung,10-12,4579,4228
51,Prov. Bali,5105,Kab. Klungkung,13-14,2988,2735
51,Prov. Bali,5105,Kab. Klungkung,15,1474,1248
51,Prov. Bali,5105,Kab. Klungkung,16,1367,1191
51,Prov. Bali,5105,Kab. Klungkung,17,1277,1127
51,Prov. Bali,5105,Kab. Klungkung,18,1163,968
51,Prov. Bali,5105,Kab. Klungkung,19,987,850
51,Prov. Bali,5105,Kab. Klungkung,20-24,4581,4450
51,Prov. Bali,5105,Kab. Klungkung,25-29,6018,6196
51,Prov. Bali,5105,Kab. Klungkung,30-34,6337,6609
51,Prov. Bali,5105,Kab. Klungkung,35-39,7047,7116
51,Prov. Bali,5105,Kab. Klungkung,40-44,6107,6520
51,Prov. Bali,5105,Kab. Klungkung,45-49,5758,5968
51,Prov. Bali,5105,Kab. Klungkung,50-54,4782,5383
51,Prov. Bali,5105,Kab. Klungkung,55-59,4085,4306
51,Prov. Bali,5105,Kab. Klungkung,60-64,3369,3825
51,Prov. Bali,5105,Kab. Klungkung,65+,7511,9364
51,Prov. Bali,5106,Kab. Bangli,0-4,9654,8953
51,Prov. Bali,5106,Kab. Bangli,5-6,3972,3775
51,Prov. Bali,5106,Kab. Bangli,7-9,6136,5654
51,Prov. Bali,5106,Kab. Bangli,10-12,5910,5712
51,Prov. Bali,5106,Kab. Bangli,13-14,3834,3581
51,Prov. Bali,5106,Kab. Bangli,15,1821,1576
51,Prov. Bali,5106,Kab. Bangli,16,1629,1444
51,Prov. Bali,5106,Kab. Bangli,17,1619,1454
51,Prov. Bali,5106,Kab. Bangli,18,1518,1209
51,Prov. Bali,5106,Kab. Bangli,19,1339,1171
51,Prov. Bali,5106,Kab. Bangli,20-24,6646,6623
51,Prov. Bali,5106,Kab. Bangli,25-29,8686,8680
51,Prov. Bali,5106,Kab. Bangli,30-34,9015,8783
51,Prov. Bali,5106,Kab. Bangli,35-39,9494,9165
51,Prov. Bali,5106,Kab. Bangli,40-44,7326,7425
51,Prov. Bali,5106,Kab. Bangli,45-49,6595,6633
51,Prov. Bali,5106,Kab. Bangli,50-54,5828,6193
51,Prov. Bali,5106,Kab. Bangli,55-59,4810,4603
51,Prov. Bali,5106,Kab. Bangli,60-64,3935,4083
51,Prov. Bali,5106,Kab. Bangli,65+,9342,9527
51,Prov. Bali,5107,Kab. Karang Asem,0-4,18392,17022
51,Prov. Bali,5107,Kab. Karang Asem,5-6,7411,7136
51,Prov. Bali,5107,Kab. Karang Asem,7-9,12171,11191
51,Prov. Bali,5107,Kab. Karang Asem,10-12,11811,11264
51,Prov. Bali,5107,Kab. Karang Asem,13-14,7686,6890
51,Prov. Bali,5107,Kab. Karang Asem,15,3680,3195
51,Prov. Bali,5107,Kab. Karang Asem,16,3337,2748
51,Prov. Bali,5107,Kab. Karang Asem,17,3286,2806
51,Prov. Bali,5107,Kab. Karang Asem,18,3006,2522
51,Prov. Bali,5107,Kab. Karang Asem,19,2614,2280
51,Prov. Bali,5107,Kab. Karang Asem,20-24,12560,12317
51,Prov. Bali,5107,Kab. Karang Asem,25-29,14972,15020
51,Prov. Bali,5107,Kab. Karang Asem,30-34,15212,15576
51,Prov. Bali,5107,Kab. Karang Asem,35-39,16121,15958
51,Prov. Bali,5107,Kab. Karang Asem,40-44,12452,13160
51,Prov. Bali,5107,Kab. Karang Asem,45-49,11918,12636
51,Prov. Bali,5107,Kab. Karang Asem,50-54,10115,10976
